"smiles","fragments","n_fragments","C","F","N","O","Other","SINGLE","DOUBLE","TRIPLE","Tri","Quad","Pent","Hex","logP","mr","qed","SAS"
"COc1cc(C(=O)Nc2nccs2)ccc1OCC(=O)Nc1ccc(F)cc1","*c1ccc(OCC(=O)Nc2ccc(F)cc2)c(OC)c1 *C(=O)Nc1nccs1",2,19,1,3,4,1,20,10,0,0,0,1,2,3.5606,103.5859,0.616676543486,1.94074062158574
"Cc1cccc(C(CO)(CO)Cc2cccc(F)c2)c1","*c1cccc(C)c1 *C(CO)(CO)Cc1cccc(F)c1",2,17,1,0,2,0,15,6,0,0,0,0,2,2.59922,77.1326,0.877166393717,2.38241277341342
"COCCCC1(C(=O)[O-])CCCN(C(=O)c2sccc2C)C1","*CCCOC *C1(C(=O)[O-])CCCN(C(=O)c2sccc2C)C1",2,16,0,1,4,1,19,4,0,0,0,1,1,1.45542,82.7435,0.750314113232,3.36953512924105
"COC(=O)c1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3c(C)cccc3C)cc2)cc1","*C(=O)OC *c1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3c(C)cccc3C)cc2)cc1",2,23,0,2,5,1,20,13,0,0,0,0,3,4.14314,118.9012,0.541703949022,1.90377060879023
"O=C(NCCc1nnc2ccccn12)c1ccccc1C(=O)c1cccs1","*C(=O)c1ccccc1C(=O)c1cccs1 *CCN* *c1nnc2ccccn12",3,20,0,4,2,1,19,11,0,0,0,2,2,2.9943,103.2177,0.519639161008,2.28034991509995
"COc1ccc2c(c1)=CC(CN(c1ccc(C)c(C)c1)S(C)(=O)=O)C(=O)[NH+]=2","*C1C=c2cc(OC)ccc2=[NH+]C1=O *CN(c1ccc(C)c(C)c1)S(C)(=O)=O",2,20,0,2,4,1,19,10,0,0,0,0,3,-0.58466,103.3775,0.775276959399,3.91993610136445
"COc1ccc(-c2noc(CN(C)C(=O)c3cc(OC)cc(OC)c3)n2)cc1","*c1ccc(OC)cc1 *c1noc(CN(C)C(=O)c2cc(OC)cc(OC)c2)n1",2,20,0,3,5,0,21,9,0,0,0,1,2,3.0346,101.6295,0.612739765369,2.12644882995964
"COc1ccc(OCC[NH+]2CCCC2c2cc(C(C)C)on2)cc1","*c1ccc(OC)cc1 *OCC[NH+]1CCCC1c1cc(C(C)C)on1",2,19,0,2,3,0,21,5,0,0,0,2,1,2.6054,91.7527000000001,0.844784399585,4.20757527708012
"Cc1nccn1-c1cc(N2CCC(C(=O)Nc3ccc(F)c(F)c3)CC2)ncn1","*n1ccnc1C *C(=O)C1CCN(c2cc(*)ncn2)CC1 *Nc1ccc(F)c(F)c1",3,20,2,6,1,0,23,9,0,0,0,1,3,3.10402,103.8157,0.721684857388,2.42610421716534
"CC(C)(C)OC(=O)N1CCc2cccc(C[NH+]3CCC([N+]4=CCCC4)C3)c21","*C(C)(C)C *OC(=O)N1CCc2cccc(C[NH+]3CCC([N+]4=CCCC4)C3)c21",2,22,0,3,2,0,25,5,0,0,0,3,1,2.0185,106.9571,0.829748657385,4.87647207476654
"CCCC1(Cc2c(C)cc(C)cc2C)C[NH2+]C1","*CCC *C1(Cc2c(C)cc(C)cc2C)C[NH2+]C1",2,16,0,1,0,0,15,3,0,0,1,0,1,2.51786,73.3574,0.820135935137,3.36760571227534
"Cc1cccc(C)c1NC(=O)C1CCCN(C(=O)NC2CC2)C1","*c1c(C)cccc1C *NC(=O)C1CCCN(C(=O)N*)C1 *C1CC1",3,18,0,3,2,0,20,5,0,1,0,0,2,2.82594,90.3964,0.894667229512,2.44274596889319
"CCOc1ccccc1C=CC(=O)NC(C#N)C(C)(C)C","*OCC *C(=O)C=Cc1ccccc1* *NC(C#N)C(C)(C)C",3,17,0,2,2,0,15,5,1,0,0,0,1,3.15298,83.6437,0.83403386669,2.93719203548108
"C=CCCC(=O)N1CCC(c2nn(C)c(=O)n2C2CCCC2)CC1","*C(=O)CCC=C *N1CCC(c2nn(C)c(=O)n2C2CCCC2)CC1",2,18,0,4,2,0,22,4,0,0,0,2,1,2.3691,92.9590000000001,0.778444333185,2.70957375421626
"CC(C)NC(=O)c1ccc(CN2C(=O)CSc3ccccc32)o1","*C(C)C *NC(=O)c1ccc(CN2C(=O)CSc3ccccc32)o1",2,17,0,2,3,1,18,7,0,0,0,1,2,3.0567,89.6662,0.924870814438,2.3089355126188
"CCc1ccc(Oc2nc3c(C)cccn3c(=O)c2C=C(C#N)C(=O)NCc2ccccc2)cc1","*c1ccc(CC)cc1 *Oc1nc2c(C)cccn2c(=O)c1C=C(C#N)C(=O)NCc1ccccc1",2,28,0,4,3,0,24,13,1,0,0,0,4,4.581,133.9717,0.304905927069,2.49967037048163
"Cc1ccc(NC(=O)Nc2c([O-])c3ccccc3oc2=O)cc1C","*c1ccc(C)c(C)c1 *NC(=O)Nc1c([O-])c2ccccc2oc1=O",2,18,0,2,4,0,17,9,0,0,0,0,3,3.12744,90.4874,0.699028068885,2.46110674199231
"CC(=O)CC1CCCCCN1C(=O)N1CCCCCC1","*CC(C)=O *C1CCCCCN1C(=O)N1CCCCCC1",2,16,0,2,2,0,19,2,0,0,0,0,0,3.2061,79.6970000000001,0.767298134511,2.64588445335533
"CN(Cc1cscn1)C(C[NH3+])c1ccccc1C1CC1","*N(C)C(C[NH3+])c1ccccc1C1CC1 *Cc1cscn1",2,16,0,3,0,1,17,5,0,1,0,1,1,2.4355,82.4941,0.886823715259,3.59259943311242
"CCOC(=O)C1[NH+]=c2ccc(F)cc2=C1NC(=O)CN1CCc2ccccc2C1","*OCC *C(=O)C1[NH+]=c2ccc(F)cc2=C1NC(=O)CN1CCc2ccccc2C1",2,22,1,3,3,0,23,9,0,0,0,1,3,-1.2461,103.1104,0.654467659995,3.68582545305226
"CCC1(CC)C(NC(=O)N(C)Cc2cccnc2)C(C)C1OC","*C1C(C)C(OC)C1(CC)CC *NC(=O)N(C)Cc1cccnc1",2,18,0,3,2,0,20,4,0,0,1,0,1,3.0627,90.9997000000001,0.866243536488,3.88226020052684
"Cc1noc(CNC(C(=O)Nc2ccccc2)c2ccccc2)n1","*c1nc(C)no1 *CNC(C(=O)N*)c1ccccc1 *c1ccccc1",3,18,0,4,2,0,17,9,0,0,0,1,2,2.84762,90.1294,0.724004288545,2.47079257820608
"O=C(NC(c1ccccc1F)C1CCCC1)N1CCC(CO)CC1","*C(=O)N1CCC(CO)CC1 *NC(c1ccccc1F)C1CCCC1",2,19,1,2,2,0,22,4,0,0,0,1,2,3.4709,91.0135000000001,0.866456271706,2.75770042340436
"CCC(C)N(C)C(=O)c1cc(F)ccc1N","*C(C)CC *N(C)C(=O)c1cc(F)ccc1N",2,12,1,2,1,0,12,4,0,0,0,0,1,2.2784,62.6589,0.802049799277,2.56298561220176
"CCc1ccsc1CNC(=O)NCC(C)N1CCOCC1C","*c1sccc1CC *CNC(=O)NCC(*)C *N1CCOCC1C",3,16,0,3,2,1,20,3,0,0,0,1,1,2.2189,90.3844000000001,0.845357489278,3.53348107463979
"Cc1cc(C)nc(NC(=O)CCCN2C(=O)c3ccccc3C2=O)n1","*c1nc(C)cc(C)n1 *NC(=O)CCCN1C(=O)c2ccccc2C1=O",2,18,0,4,3,0,18,9,0,0,0,1,2,2.10834,91.1787000000001,0.846377697549,2.10337211529752
"COc1cccc(CCC2CCCN(C(=O)Cn3cnnn3)C2)c1","*c1cccc(OC)c1 *CCC1CCCN(C(*)=O)C1 *Cn1cnnn1",3,17,0,5,2,0,20,6,0,0,0,1,2,1.5531,88.436,0.811265969518,2.73765147930498
"CN(Cc1nccn1Cc1ccccc1)C(=O)C1CC1c1cccc(F)c1","*N(C)C(=O)C1CC1c1cccc(F)c1 *Cc1nccn1Cc1ccccc1",2,22,1,3,1,0,21,9,0,1,0,1,2,3.8326,101.493,0.646669543213,2.97667669322501
"CCOc1ccc(NS(=O)(=O)c2cc(C(=O)Nc3cccc4cn[nH]c34)ccc2Cl)cc1","*OCC *c1ccc(NS(*)(=O)=O)cc1 *c1cc(C(=O)Nc2cccc3cn[nH]c23)ccc1Cl",3,22,0,4,4,2,22,13,0,0,0,1,3,4.6681,123.9184,0.346940769358,2.25590223267489
"COc1ccc(NC(=O)CCOc2cc(C)cc(C)c2)c(OC)c1","*c1ccc(OC)cc1OC *NC(=O)CCOc1cc(C)cc(C)c1",2,19,0,1,4,0,18,7,0,0,0,0,2,3.72824,94.2037,0.816825793451,1.84799904968462
"C=CCN(CC=C)CC1CCC(C)(C)C1[NH2+]C","*CC=C *N(*)CC=C *CC1CCC(C)(C)C1[NH2+]C",3,15,0,2,0,0,15,2,0,0,0,1,0,1.6584,74.9764000000001,0.673174093248,4.75563079406109
"Cc1ccc(NC(=O)NCc2cccc(Cn3cncn3)c2)cc1C(N)=O","*c1ccc(C)c(C(N)=O)c1 *NC(=O)NCc1cccc(Cn2cncn2)c1",2,19,0,6,2,0,19,10,0,0,0,1,2,2.05542,101.1213,0.623568580142,2.16725743036949
"COc1ccc(C2C(C#N)=C(N)N3C(=S)N(c4ccccc4)C(=O)C23)cc1","*c1ccc(OC)cc1 *C1C(C#N)=C(N)N2C(=S)N(c3ccccc3)C(=O)C12",2,20,0,4,2,1,20,9,1,0,0,2,2,2.48858,104.7144,0.828222020832,3.33394688942557
"COc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1","*c1ccc(OC)cc1 *N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S",2,21,0,2,5,2,21,12,0,0,0,2,2,5.2692,119.4444,0.223827508449,2.32415638567937
"COc1cccc(CNc2nnnn2C)c1OCc1ccc(Cl)cc1","*c1cccc(OC)c1OCc1ccc(Cl)cc1 *CNc1nnnn1C",2,17,0,5,2,1,19,8,0,0,0,1,2,3.0632,94.9027,0.690282145809,2.20158200540741
"O=C([O-])COCCNC(=O)C1CCCCO1","*CC(=O)[O-] *OCCNC(=O)C1CCCCO1",2,10,0,1,5,0,14,2,0,0,0,0,1,-1.5618,52.4267,0.590719206437,3.23692231549846
"CC(C)C(=O)NCC1CCC[NH+](Cc2cc(Cl)cc(Cl)c2O)C1","*C(=O)C(C)C *NCC1CCC[NH+](Cc2cc(Cl)cc(Cl)c2O)C1",2,17,0,2,2,2,20,4,0,0,0,0,2,2.2661,93.0992,0.756233607324,4.27957140038787
"COc1ccc(-c2cnc(CN3CC(C)OCC3(C)C)o2)cc1","*c1ccc(OC)cc1 *c1cnc(CN2CC(C)OCC2(C)C)o1",2,18,0,2,3,0,20,5,0,0,0,1,2,3.3495,88.3940000000001,0.849376209785,3.04274438235473
"CC1CN(c2ccccc2C[NH2+]C2CCC(O)CC2)CC(C)O1","*N1CC(C)OC(C)C1 *c1ccccc1C[NH2+]C1CCC(O)CC1",2,19,0,2,2,0,22,3,0,0,0,0,3,1.6671,92.5562000000001,0.894725130207,4.02672934244581
"COc1ccc(N2CC(C(=O)NC(C)C(=O)NC3CCCC3)CC2=O)cc1","*c1ccc(OC)cc1 *NC(=O)C(C)NC(=O)C1CC(=O)N(*)C1 *C1CCCC1",3,20,0,3,4,0,23,6,0,0,0,2,1,1.6116,101.4574,0.799968108054,2.74732907566039
"Cn1cc(C=C2SC(=S)N(c3cccc(C(=O)[O-])c3)C2=O)c2ccccc21","*=Cc1cn(C)c2ccccc12 *c1cccc(N2C(=O)C(=*)SC2=S)c1 *C(=O)[O-]",3,20,0,2,3,2,19,11,0,0,0,2,2,2.9476,109.3435,0.500985706014,2.69783972702021
"Cc1ccsc1CNC(=O)CCCC[NH3+]","*c1sccc1C *CNC(=O)CCCC[NH3+]",2,11,0,2,1,1,12,3,0,0,0,1,0,1.08492,62.5088,0.711480585272,2.96133092100172
"CC1(NC(=O)CNc2cc(F)cc(F)c2)CCS(=O)(=O)C1","*C1(C)CCS(=O)(=O)C1 *NC(*)=O *CNc1cc(F)cc(F)c1",3,13,2,2,3,1,16,6,0,0,0,1,1,1.0701,74.6662,0.882374932064,3.05053130673614
"CC(NC(=O)C(C)N1CC[NH+](CCCO)CC1)c1ccc2c(c1)CCCC2","*C(C)c1ccc2c(c1)CCCC2 *NC(*)=O *C[NH+]1CCN(C(*)C)CC1 *CCO",4,22,0,3,2,0,25,4,0,0,0,0,3,0.714,107.9432,0.670439771695,4.0589124344069
"Cc1ccc(NC(=O)N2CCN(c3cc(N4CCCCC4)ncn3)CC2)cc1Cl","*c1ccc(C)c(Cl)c1 *NC(=O)N1CCN(c2cc(N3CCCCC3)ncn2)CC1",2,21,0,6,1,1,25,7,0,0,0,0,4,3.78282,117.0897,0.802660472714,2.24353360283991
"C=C(C)Cn1ccc(-c2ccsc2)n1","*CC(=C)C *n1ccc(-c2ccsc2)n1",2,11,0,2,0,1,10,5,0,0,0,2,0,3.1877,60.354,0.691735169526,2.70230558569214
"CC(C)C(C)NC(=O)CSCC[NH3+]","*C(C)C(C)C *NC(=O)CSCC[NH3+]",2,9,0,2,1,1,11,1,0,0,0,0,0,0.1222,57.5228,0.621285634315,3.6813939521499
"CCN(C(=O)C1COc2ccc(F)cc2C1)C(C)CS(C)(=O)=O","*N(CC)C(C)CS(C)(=O)=O *C(=O)C1COc2ccc(F)cc2C1",2,16,1,1,4,1,18,6,0,0,0,0,2,1.6584,85.6488000000001,0.822374333503,3.33508979811917
"Cc1ccc(NC(=O)Cc2ccc(NC3=NC4CS(=O)(=O)CC4S3)cc2)cc1","*c1ccc(C)cc1 *NC(=O)Cc1ccc(NC2=NC3CS(=O)(=O)CC3S2)cc1",2,20,0,3,3,2,21,10,0,0,0,2,2,2.85652,114.8332,0.795861949994,3.15508812812066
"Cc1cnc(NC(=O)Cc2csc(NC(=O)c3ccc4c(c3)OCO4)n2)s1","*c1ncc(C)s1 *NC(=O)Cc1csc(NC(=O)c2ccc3c(c2)OCO3)n1",2,17,0,4,4,2,21,9,0,0,0,3,1,3.07022,101.8169,0.671869600038,2.36795081390903
"CNC(=O)c1cccc(NC(=O)COc2ccc(C(C)(C)C)cc2)c1","*C(=O)NC *CC(=O)Nc1cccc(*)c1 *Oc1ccc(C(C)(C)C)cc1",3,20,0,2,3,0,18,8,0,0,0,0,2,3.3612,99.0989,0.860292676183,1.77890541677865
"COc1ccc(C[NH+]2CCc3nnc(C(C)NC(=O)C(C)C)n3CC2)cc1OC","*c1ccc(OC)c(OC)c1 *C[NH+]1CCc2nnc(C(C)NC(=O)C(C)C)n2CC1",2,21,0,5,3,0,25,6,0,0,0,1,1,0.7697,109.0684,0.726826753975,4.10019349643221
"Cc1cc(C)c(C)c(OCC(=O)NN=Cc2ccc(Br)o2)c1","*c1cc(C)cc(C)c1C *OCC(=O)NN=Cc1ccc(Br)o1",2,16,0,2,3,1,16,7,0,0,0,1,1,3.49646,88.2927,0.637109420419,2.33715841393329
"CCc1cc(C(=O)N2CCC(O)(CN3CCOCC3)C(C)(C)C2)cc(=O)[nH]1","*c1cc(CC)[nH]c(=O)c1 *C(=O)N1CCC(*)(O)C(C)(C)C1 *CN1CCOCC1",3,20,0,3,4,0,25,4,0,0,0,0,3,0.8727,102.951,0.825917822384,3.44706472506507
"CCN(CC)c1ccc(NC(=O)C2CC(=O)N(C)C2)cc1","*N(CC)CC *c1ccc(NC(=O)C2CC(=O)N(C)C2)cc1",2,16,0,3,2,0,17,5,0,0,0,1,1,1.9496,84.3767,0.906222468796,2.52902149241254
"CC(C)C(CNC(=O)NC1CC1C)N1CC[NH+](C)CC1","*CC(C(C)C)N1CC[NH+](C)CC1 *NC(=O)NC1CC1C",2,15,0,4,1,0,20,1,0,1,0,0,1,-0.4511,80.9231000000001,0.664526283113,4.6525475782558
"C[NH+]=C(NCCc1cc(C)cc(C)c1)NCc1ncc(C)s1","*NC(NCc1ncc(C)s1)=[NH+]C *CCc1cc(C)cc(C)c1",2,17,0,4,0,1,17,6,0,0,0,1,1,1.05666,93.2071,0.57854406655,3.25879531748452
"CCc1nc(COC(=O)c2cc(-c3ccc(Br)cc3)n[nH]2)cs1","*c1csc(CC)n1 *COC(=O)c1cc(-c2ccc(Br)cc2)n[nH]1",2,16,0,3,2,2,17,8,0,0,0,2,1,4.2151,92.3352,0.634428610913,2.38625375898782
"CCCC(c1nnnn1CC1CCCO1)[NH+]1CCN(c2cc(C)ccc2C)CC1","*C(CCC)[NH+]1CCN(c2cc(C)ccc2C)CC1 *c1nnnn1CC1CCCO1",2,22,0,6,1,0,27,5,0,0,0,2,2,1.71524,113.2657,0.774193837769,4.21568885662757
"CN(C)c1ccc(C=C2C=Cc3ccccc32)cc1F","*N(C)C *c1ccc(C=C2C=Cc3ccccc32)cc1F",2,18,1,1,0,0,14,8,0,0,0,1,2,4.4591,84.074,0.741091286415,2.40398947960196
"CCC(C)C(NC(=O)N1CCCCC1)C(=O)[O-]","*C(C(=O)[O-])C(C)CC *NC(=O)N1CCCCC1",2,12,0,2,3,0,15,2,0,0,0,0,1,0.3465,62.2057,0.78877947856,3.22626892115139
"C=CC(=O)NCOCC(C)C","*C(=O)C=C *NCOCC(C)C",2,8,0,1,2,0,8,2,0,0,0,0,0,0.9187,43.9967,0.371362830137,2.77080882436089
"Cc1cnc(CN2CC3(CCCN(C(=O)c4cccc(O)c4)C3)CCC2=O)cn1","*c1cnc(C)cn1 *CN1CC2(CCCN(C(=O)c3cccc(O)c3)C2)CCC1=O",2,22,0,4,3,0,24,8,0,0,0,0,4,2.53562,107.0973,0.863048619967,3.55022305594567
"O=C(NCCNS(=O)(=O)c1cccc(Cl)c1)C12CC3CC(CC(C3)C1)C2","*C(=O)C12CC3CC(CC(C3)C1)C2 *CCN* *NS(=O)(=O)c1cccc(Cl)c1",3,19,0,2,3,2,23,6,0,0,0,0,5,2.9509,100.2552,0.718911025512,3.47413743725532
"CCOc1cc2c(cc1OCC)CN(C(=O)NCC1CCC[NH+]1CC)CC2","*OCC *c1cc2c(cc1OCC)CN(C(=O)NCC1CCC[NH+]1CC)CC2",2,21,0,3,3,0,25,4,0,0,0,1,2,1.6189,105.6854,0.766963633184,4.07876817866265
"CC1[NH2+]CCCC1NC(=O)c1cccc(OC(F)F)c1","*C1CCC[NH2+]C1C *NC(=O)c1cccc(*)c1 *OC(F)F",3,14,2,2,2,0,17,4,0,0,0,0,2,1.1321,69.8166,0.882362816492,3.83431527994833
"CNC(=O)C1CCCN(S(=O)(=O)c2ccc(OC(C)C)cc2)C1","*C(=O)NC *C1CCCN(S(=O)(=O)c2ccc(OC(C)C)cc2)C1",2,16,0,2,4,1,18,6,0,0,0,0,2,1.6205,87.7555000000001,0.891296470383,2.45825822850858
"CCCN1CCN(C(=O)CCn2c(=O)c3cccn3c3cccnc32)CC1","*CCC *CC(=O)N1CCN(*)CC1 *Cn1c(=O)c2cccn2c2cccnc21",3,20,0,5,2,0,23,7,0,0,0,1,3,1.5935,104.886,0.69320167164,2.42207329911613
"COc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2ccoc2C)cc1","*c1ccc(OC)cc1 *n1c(SCC(=O)N2CCOCC2)nnc1-c1ccoc1C",2,20,0,4,4,1,24,8,0,0,0,2,2,2.79522,108.473,0.570166547493,2.34140283360914
"Cc1cc(N2CCCCS2(=O)=O)cc(C)c1S(=O)(=O)N1CCC2(CC1)OCCO2","*c1cc(C)c(S(=O)(=O)N2CCC3(CC2)OCCO3)c(C)c1 *N1CCCCS1(=O)=O",2,19,0,2,6,2,25,7,0,0,0,1,3,1.76104,108.9106,0.71056877291,3.33076799244058
"COc1cccc(CN(C)C(=O)C(=O)Nc2cccc3cccnc23)c1","*c1cccc(OC)c1 *CN(C)C(=O)C(=O)N* *c1cccc2cccnc12",3,20,0,3,3,0,18,10,0,0,0,0,3,2.8405,99.8407,0.730202850919,2.12101119424537
"COCCN(C)C(=O)C1CCC[NH+](C(C)c2cccc([N+](=O)[O-])c2)C1","*CCOC *N(C)C(=O)C1CCC[NH+](C(C)c2cccc([N+](=O)[O-])c2)C1",2,18,0,3,4,0,21,5,0,0,0,0,2,1.0555,94.4451,0.59711096099,4.2949570435672
"Cc1cc(N(C)C)ccc1NC(=O)NC1CCCC(C(F)(F)F)C1","*c1ccc(NC(=O)NC2CCCC(C(F)(F)F)C2)c(C)c1 *N(C)C",2,17,3,3,1,0,21,4,0,0,0,0,2,4.30362,89.4614,0.823688254207,3.01960093182671
"CCNC(=O)N1CCC([NH2+]C(C)CC(=O)Nc2cccc(F)c2)C1","*NCC *C(=O)N1CCC([NH2+]C(C)CC(=O)Nc2cccc(F)c2)C1",2,17,1,4,2,0,20,5,0,0,0,1,1,0.91,90.0848,0.732315566652,3.75804960443998
"CCCC1C(=O)NC(=O)CC1c1ccc(CC)s1","*CCC *C1C(=O)NC(=O)CC1c1ccc(CC)s1",2,14,0,1,2,1,15,4,0,0,0,1,1,2.8569,72.6027,0.844583083097,3.58171747098837
"COc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)C2)c1","*c1cccc(OC)c1 *NC(=O)C1CCCN(*)C1 *S(=O)(=O)c1ccc(NC(C)=O)cc1",3,21,0,3,5,1,22,10,0,0,0,0,3,2.693,113.8522,0.728571721652,2.40151171904216
"CC(C(=O)NCC1CCCO1)c1ccc(Cl)c(Cl)c1","*C(=O)C(C)c1ccc(Cl)c(Cl)c1 *NCC1CCCO1",2,14,0,1,2,2,16,4,0,0,0,1,1,3.3921,76.8607,0.907319735489,2.79898432378948
"CCC(NC(=O)c1cc(-c2ccccn2)nc2ccc(Cl)cc12)c1ccccc1","*C(CC)c1ccccc1 *NC(=O)c1cc(-c2ccccn2)nc2ccc(Cl)cc12",2,24,0,3,1,1,20,12,0,0,0,0,4,5.8313,116.9242,0.450037412802,2.52623117925377
"Cn1cc(Br)cc1C(=O)Nc1cc(Cl)c(Cl)cn1","*c1cc(Br)cn1C *C(=O)Nc1cc(Cl)c(Cl)cn1",2,11,0,3,1,3,13,6,0,0,0,1,1,3.7417,75.3232,0.872145058286,2.44055608533257
"COc1ccc(NS(=O)(=O)CCc2ccccc2)cn1","*c1ccc(OC)nc1 *NS(=O)(=O)CCc1ccccc1",2,14,0,2,3,1,13,8,0,0,0,0,2,2.0746,78.3445,0.888571600683,1.9666574957963
"CCCc1ccc(C(=O)NC(C)c2cccc(S(=O)(=O)NC)c2)cc1","*CCC *NC(=O)c1ccc(*)cc1 *C(C)c1cccc(S(=O)(=O)NC)c1",3,19,0,2,3,1,17,9,0,0,0,0,2,3.0382,99.0057000000001,0.787886097204,2.33687069505587
"CCOC(=O)Nc1cc(Cl)ccc1OC","*OCC *C(=O)Nc1cc(Cl)ccc1OC",2,10,0,1,3,1,11,4,0,0,0,0,1,2.917,58.6487,0.859597085202,1.60754887865382
"CC1CN(Cc2csc(NC(=O)c3cccnc3)n2)CC(C)O1","*N1CC(C)OC(C)C1 *Cc1csc(*)n1 *NC(=O)c1cccnc1",3,16,0,4,2,1,19,6,0,0,0,1,2,2.3996,89.5902,0.931357624625,2.97277479699127
"Cc1nn(C)c(COC2CCCC([NH3+])C2)c1Cl","*c1c(Cl)c(C)nn1C *COC1CCCC([NH3+])C1",2,12,0,3,1,1,16,2,0,0,0,1,1,1.45162,66.6761000000001,0.901332289083,4.06780632241803
"COc1ccc(C)cc1NC(=O)C(C)Sc1nnnn1C(C)(C)C","*c1cc(C)ccc1OC *NC(=O)C(C)Sc1nnnn1C(C)(C)C",2,16,0,5,2,1,19,6,0,0,0,1,1,2.86442,94.4927,0.829704780724,2.69492924769044
"O=C(c1cccc(F)c1)N1CCSC12CCN(S(=O)(=O)c1cccc3ccccc13)CC2","*C(=O)N1CCSC12CCN(S(=O)(=O)c1cccc3ccccc13)CC2 *c1cccc(F)c1",2,24,1,2,3,2,25,11,0,0,0,1,4,4.3489,124.5663,0.547249131234,2.976130866827
"CCn1cnnc1CNC(=O)NCC(O)c1ccccc1OC","*c1nncn1CC *CNC(=O)NCC(*)O *c1ccccc1OC",3,15,0,5,3,0,18,6,0,0,0,1,1,0.8394,83.8882,0.712929594143,2.80683148294645
"CCC(NC(=O)c1csc(C#CCCO)c1)c1cccs1","*C(CC)c1cccs1 *NC(=O)c1csc(C#CCCO)c1",2,16,0,1,2,2,16,5,1,0,0,2,0,3.4246,87.717,0.812642128472,3.22536669135153
"C=CCN(C(=O)Cc1csc(-c2ccccc2Cl)n1)C1CCS(=O)(=O)C1","*CC=C *CC(=O)N(*)C1CCS(=O)(=O)C1 *c1csc(-c2ccccc2Cl)n1",3,18,0,2,3,3,19,9,0,0,0,2,1,3.2077,105.2328,0.67521538116,3.04372012624182
"Cc1ccccc1N1CCCN(C(=O)C(O)c2ccccc2)CC1","*c1ccccc1C *N1CCCN(C(=O)C(O)c2ccccc2)CC1",2,20,0,2,2,0,19,7,0,0,0,0,2,2.76732,95.9908,0.938668655378,2.33796129296958
"Cc1ccccc1C[NH+](C)CC(=O)Nc1cccc(S(=O)(=O)N=C2CCCN2)c1","*c1ccccc1C *C[NH+](C)CC(=O)Nc1cccc(S(=O)(=O)N=C2CCCN2)c1",2,21,0,4,3,1,21,10,0,0,0,1,2,1.11902,113.5659,0.640156905083,3.92339369600531
"CCn1c(=O)c2ccccc2n2c(CN3CCC(C[NH+](C)CC)C3)nnc12","*c1nnc2n(CC)c(=O)c3ccccc3n12 *CN1CCC(C[NH+](C)CC)C1",2,20,0,6,1,0,24,6,0,0,0,2,2,0.4206,106.1057,0.698858650809,3.93857856827304
"CC(C)CN(C(=O)NCc1ccc(S(=O)(=O)N(C)C)cc1)C1CC1","*CC(C)C *CNC(=O)N(*)C1CC1 *c1ccc(S(*)(=O)=O)cc1 *N(C)C",4,17,0,3,3,1,19,6,0,1,0,0,1,2.2669,94.1165000000001,0.819084086783,2.1784856886054
"COC(=O)NCCCC(=O)N1CCC(c2ccc(C(F)(F)F)cc2)CC1","*C(=O)OC *NCCCC(=O)N1CCC(*)CC1 *c1ccc(C(F)(F)F)cc1",3,18,3,2,3,0,22,5,0,0,0,0,2,3.5476,89.6407,0.785413732061,2.16421025869443
"Cc1ccc(C)c(OCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)c1","*c1cc(C)ccc1C *OCC(=O)Nc1sc2c(c1C(N)=O)CCCC2",2,19,0,2,3,1,20,7,0,0,0,1,2,3.36014,99.5196,0.84351967044,2.14986947793489
"COCC[NH+]1CCCC(NC(=O)C=Cc2ccnc(Cl)c2)C1","*CCOC *[NH+]1CCCC(NC(=O)C=*)C1 *=Cc1ccnc(Cl)c1",3,16,0,3,2,1,18,5,0,0,0,0,2,0.5581,86.8854000000001,0.605135855069,4.44748905053486
"O=C(c1ccc(N2CCOC2=O)cc1)N(CCc1ccccc1)Cc1ccccc1","*C(=O)N(CCc1ccccc1)Cc1ccccc1 *c1ccc(N2CCOC2=O)cc1",2,25,0,2,3,0,22,11,0,0,0,1,3,4.5283,116.4645,0.559894668358,2.03378347329763
"CC(OC(=O)c1cc(S(C)(=O)=O)ccc1Cl)C1CC1","*C(C)C1CC1 *OC(*)=O *c1cc(S(C)(=O)=O)ccc1Cl",3,13,0,0,4,2,14,6,0,1,0,0,1,2.6988,72.1633,0.798826079952,2.60667324521311
"CC(=O)c1ccc(Oc2ccc(C(=O)NCC3CC[NH+](C)C3)cc2)cc1","*C(C)=O *c1ccc(Oc2ccc(C(=O)NCC3CC[NH+](C)C3)cc2)cc1",2,21,0,2,3,0,20,8,0,0,0,1,2,1.9459,100.0234,0.785036172771,3.51480195441854
"CSCC(=O)NNC(=O)NCC1([NH+](C)C)CCCC(C)C1","*C(=O)NNC(=O)CSC *NCC1([NH+](C)C)CCCC(C)C1",2,14,0,4,2,1,19,2,0,0,0,0,1,-0.2268,86.2328000000001,0.547170143864,4.42846171401162
